Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power_proxy,Tool_wear_norm,FailureMode
L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,43489.5,0.7233201581027668,NORMAL
L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0,9.300000000000011,64267.5,0.0276679841897233,NORMAL
L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,59706.9,0.4189723320158103,NORMAL
L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,11.299999999999956,67638.6,0.2885375494071146,NORMAL
L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,9.0,56364.0,0.1106719367588932,NORMAL
L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,10.400000000000034,54112.5,0.3675889328063241,NORMAL
L,300.7,312.4,1590,37.9,98,0,0,0,0,0,0,11.699999999999989,60261.0,0.3873517786561264,NORMAL
L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,11.0,66493.8,0.6126482213438735,NORMAL
L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,46874.1,0.1027667984189723,NORMAL
L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,7.899999999999977,48129.9,0.1067193675889328,NORMAL
L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,9.899999999999975,60130.99999999999,0.0553359683794466,NORMAL
L,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,10.299999999999956,61045.8,0.3992094861660079,NORMAL
L,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,11.399999999999975,62392.2,0.0592885375494071,NORMAL
L,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,9.399999999999975,67379.2,0.4387351778656126,NORMAL
L,301.0,311.6,1352,63.5,143,0,0,0,0,0,0,10.600000000000025,85852.0,0.5652173913043478,NORMAL
L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,10.399999999999975,45849.0,0.3517786561264822,NORMAL
L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,7.800000000000011,54836.1,0.0,NORMAL
L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,10.399999999999975,50959.3,0.3320158102766798,NORMAL
L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,8.600000000000023,63133.0,0.8102766798418972,NORMAL
L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,11.399999999999975,49525.0,0.8181818181818182,NORMAL
L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,11.5,50446.8,0.6837944664031621,NORMAL
L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,9.900000000000034,57150.4,0.6877470355731226,NORMAL
L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999975,70082.5,0.2766798418972332,NORMAL
L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,11.099999999999966,53105.4,0.6996047430830039,NORMAL
L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,9.100000000000025,50996.0,0.6996047430830039,NORMAL
L,298.0,308.5,1702,26.7,203,0,0,0,0,0,0,10.5,45443.4,0.8023715415019763,NORMAL
L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,9.900000000000034,69768.0,0.5770750988142292,NORMAL
L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,0.5770750988142292,NORMAL
L,297.1,307.9,1496,44.7,88,0,0,0,0,0,0,10.799999999999956,66871.2,0.3478260869565217,NORMAL
L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,7.900000000000034,46360.0,0.4466403162055335,NORMAL
L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,9.300000000000011,66433.8,0.7549407114624506,NORMAL
L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,11.0,69840.0,0.8023715415019763,NORMAL
L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,11.800000000000011,63782.4,0.308300395256917,NORMAL
L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,10.199999999999989,73221.8,0.6600790513833992,NORMAL
L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999956,69242.40000000001,0.8616600790513834,NORMAL
L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,11.200000000000044,66769.59999999999,0.4505928853754941,NORMAL
L,298.5,309.6,1462,45.1,115,0,0,0,0,0,0,11.100000000000025,65936.2,0.4545454545454545,NORMAL
L,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,8.800000000000011,56536.0,0.8735177865612648,NORMAL
L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,8.399999999999977,63112.00000000001,0.6007905138339921,NORMAL
L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,8.800000000000011,74934.9,0.4743083003952569,NORMAL
L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,7.800000000000011,60021.0,0.4703557312252964,NORMAL
L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,10.699999999999989,55036.8,0.4387351778656126,NORMAL
L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,9.0,59590.0,0.4980237154150198,NORMAL
L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,9.0,76112.4,0.6007905138339921,NORMAL
L,302.3,310.9,1412,48.9,28,0,0,0,0,0,0,8.599999999999966,69046.8,0.1106719367588932,NORMAL
L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,11.0,57121.2,0.2529644268774703,NORMAL
L,300.8,312.3,1858,26.3,144,0,0,0,0,0,0,11.5,48865.4,0.5691699604743083,NORMAL
L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.899999999999975,39634.4,0.1462450592885375,NORMAL
L,298.7,309.7,1510,40.6,162,0,0,0,0,0,0,11.0,61306.0,0.6403162055335968,NORMAL
L,300.7,309.3,1425,45.3,100,0,0,0,0,0,0,8.600000000000023,64552.49999999999,0.3952569169960474,NORMAL
L,300.7,311.8,1478,41.9,207,0,0,0,0,0,0,11.100000000000025,61928.2,0.8181818181818182,NORMAL
L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,11.5,55998.0,0.2924901185770751,NORMAL
L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0,11.5,65280.0,0.4703557312252964,NORMAL
L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0,11.399999999999975,69431.2,0.7944664031620553,NORMAL
L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0,9.5,67449.2,0.0395256916996047,NORMAL
L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,11.300000000000011,64907.7,0.8379446640316206,NORMAL
L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0,10.5,75050.0,0.8023715415019763,NORMAL
L,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,8.600000000000023,65742.6,0.7351778656126482,NORMAL
L,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,10.5,71092.3,0.3636363636363636,NORMAL
L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,9.599999999999966,44577.0,0.7905138339920948,NORMAL
L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,10.599999999999966,66592.40000000001,0.3320158102766798,NORMAL
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000025,56510.99999999999,0.83399209486166,NORMAL
L,301.5,310.8,1785,25.5,120,0,0,0,0,0,0,9.300000000000011,45517.5,0.4743083003952569,NORMAL
L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,7.700000000000045,62467.2,0.8893280632411067,NORMAL
L,299.9,309.4,1322,53.9,33,0,0,0,0,0,0,9.5,71255.8,0.1304347826086956,NORMAL
L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,9.100000000000025,57604.7,0.4861660079051383,NORMAL
L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,8.199999999999989,78006.8,0.5928853754940712,NORMAL
L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,10.5,53873.3,0.8695652173913043,TWF
L,300.7,310.2,1348,54.8,50,0,0,0,0,0,0,9.5,73870.4,0.1976284584980237,NORMAL
L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0,9.100000000000025,46157.3,0.4347826086956521,NORMAL
L,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,9.199999999999989,48464.5,0.782608695652174,NORMAL
L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,8.399999999999977,60878.5,0.0474308300395256,NORMAL
L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,11.400000000000034,43968.8,0.5968379446640316,NORMAL
L,298.0,308.4,1472,42.0,15,0,0,0,0,0,0,10.399999999999975,61824.0,0.0592885375494071,NORMAL
L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,9.099999999999966,59013.0,0.0948616600790513,NORMAL
L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,7.699999999999989,54392.4,0.5928853754940712,NORMAL
L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,10.800000000000011,83762.0,0.0711462450592885,NORMAL
L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,11.0,62964.0,0.2924901185770751,NORMAL
L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,8.5,48725.4,0.233201581027668,NORMAL
L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0,9.100000000000025,71669.0,0.3201581027667984,NORMAL
L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,8.099999999999966,56322.99999999999,0.1422924901185771,NORMAL
L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,9.099999999999966,40405.5,0.1067193675889328,NORMAL
L,300.4,312.0,1631,34.9,115,0,0,0,0,0,0,11.600000000000025,56921.9,0.4545454545454545,NORMAL
L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,9.100000000000025,54788.4,0.4268774703557312,NORMAL
L,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,10.100000000000025,37228.8,0.549407114624506,NORMAL
L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,11.199999999999989,52993.49999999999,0.2924901185770751,NORMAL
L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,10.5,47187.0,0.1857707509881423,NORMAL
L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,10.899999999999975,52246.0,0.1620553359683794,NORMAL
L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,9.800000000000011,55001.7,0.2529644268774703,NORMAL
L,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,10.300000000000011,53576.8,0.841897233201581,NORMAL
L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,9.5,47572.8,0.6086956521739131,NORMAL
L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,11.300000000000011,45562.8,0.0276679841897233,NORMAL
L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,11.199999999999989,68894.40000000001,0.5889328063241107,NORMAL
L,301.6,310.9,1385,50.7,195,0,0,0,0,0,0,9.299999999999956,70219.5,0.7707509881422925,NORMAL
L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,9.199999999999989,33137.0,0.7075098814229249,PWF
L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,9.300000000000011,54944.0,0.075098814229249,NORMAL
L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,9.899999999999975,78031.59999999999,0.0079051383399209,NORMAL
L,298.9,309.7,1449,48.8,147,0,0,0,0,0,0,10.800000000000011,70711.2,0.5810276679841897,NORMAL
L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,9.5,52235.00000000001,0.6877470355731226,NORMAL
L,300.9,312.2,1811,23.2,72,0,0,0,0,0,0,11.300000000000011,42015.2,0.2845849802371542,NORMAL
L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,9.399999999999975,69736.0,0.4703557312252964,NORMAL
L,300.8,310.7,1358,48.1,198,0,0,0,0,0,0,9.899999999999975,65319.8,0.782608695652174,NORMAL
L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,11.099999999999966,70977.6,0.0869565217391304,NORMAL
L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,11.100000000000025,71002.8,0.7312252964426877,NORMAL
L,301.7,311.0,1343,49.2,25,0,0,0,0,0,0,9.300000000000011,66075.6,0.0988142292490118,NORMAL
L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,9.5,71044.59999999999,0.6758893280632411,NORMAL
L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,10.800000000000011,60609.6,0.0237154150197628,NORMAL
L,298.0,308.5,1404,46.6,201,0,0,0,0,0,0,10.5,65426.4,0.7944664031620553,NORMAL
L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0,11.100000000000025,49127.4,0.5375494071146245,NORMAL
L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,11.700000000000044,45646.2,0.3280632411067193,NORMAL
L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,9.300000000000011,46614.600000000006,0.4861660079051383,NORMAL
L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,11.299999999999956,52371.9,0.1778656126482213,NORMAL
L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,11.399999999999975,61264.4,0.0869565217391304,NORMAL
L,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,8.700000000000045,56725.6,0.0869565217391304,NORMAL
L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,11.199999999999989,51843.3,0.5849802371541502,NORMAL
L,301.0,310.9,1822,21.6,168,0,0,0,0,0,0,9.899999999999975,39355.2,0.6640316205533597,NORMAL
L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,8.5,80760.8,0.0869565217391304,HDF
L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,11.399999999999975,68596.8,0.3992094861660079,NORMAL
L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,8.300000000000011,42201.3,0.7707509881422925,NORMAL
L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,8.5,81457.2,0.1857707509881423,HDF
L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,10.0,53610.9,0.2094861660079051,NORMAL
L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,9.800000000000011,58713.600000000006,0.3043478260869565,NORMAL
L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,9.0,55037.4,0.5098814229249012,NORMAL
L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,10.5,63831.1,0.3557312252964427,NORMAL
L,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,9.300000000000011,59240.0,0.3952569169960474,NORMAL
L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,8.300000000000011,58675.1,0.8656126482213439,HDF
L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,11.199999999999989,65182.0,0.375494071146245,NORMAL
L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,11.400000000000034,53460.0,0.2371541501976284,NORMAL
L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,9.899999999999975,59748.50000000001,0.0988142292490118,NORMAL
L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,8.399999999999977,69967.3,0.3992094861660079,NORMAL
L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,11.399999999999975,47892.3,0.7984189723320159,NORMAL
L,300.8,311.3,1524,43.5,71,0,0,0,0,0,0,10.5,66294.0,0.2806324110671936,NORMAL
L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,9.899999999999975,46666.5,0.0474308300395256,NORMAL
L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,11.100000000000025,66740.0,0.4703557312252964,NORMAL
L,301.8,310.8,1546,43.4,29,0,0,0,0,0,0,9.0,67096.4,0.1146245059288537,NORMAL
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,70131.0,0.5731225296442688,NORMAL
L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,8.899999999999977,60240.0,0.1976284584980237,NORMAL
L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,9.400000000000034,49440.0,0.4822134387351778,NORMAL
L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,9.199999999999989,64588.5,0.0592885375494071,NORMAL
L,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,11.100000000000025,67704.0,0.2055335968379446,NORMAL
L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,9.199999999999989,62142.5,0.1106719367588932,NORMAL
L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0,9.0,73002.8,0.5019762845849802,NORMAL
L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,9.399999999999975,71342.3,0.5533596837944664,NORMAL
L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,10.900000000000034,56721.600000000006,0.5612648221343873,NORMAL
L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,9.699999999999989,52616.2,0.1225296442687747,NORMAL
L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,11.0,57634.2,0.5889328063241107,NORMAL
L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,11.0,54074.6,0.7351778656126482,NORMAL
L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,10.899999999999975,77361.0,0.0276679841897233,NORMAL
L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,8.400000000000034,70603.4,0.3557312252964427,HDF
L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,9.800000000000011,58613.1,0.2648221343873518,NORMAL
L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,9.699999999999989,58669.2,0.2529644268774703,NORMAL
